comment,label
i haven taken pw subscription but then also i m here no one teaches better than u sir,feedbak
thankuu so much sirr,feedbak
ek like sir ke liye,feedbak
thanks sir you make study easy,feedbak
velocity   msans of last ques of this video,feedbak
sir u r the best teacher in whole world,feedbak
yes sir the answer is  not,feedbak
sir thank u so much mazza aa gya padh ke concepts strong ho gaye,feedbak
every class is master class,feedbak
op series mam,feedbak
you are the best teacher siritna acha kaise padha lete ho lots of love,feedbak
ap bhut hi ache tarah se samjhate ho very nice thanks for teaching,feedbak
best videos for clearing doubts,feedbak
sir who loog paagal hai jo aapke ke vedio ko pasand nahi karthaesir aapke vedio dek nae se pehalae mujae phy greek aur latin ke thara lag tha tha ab tho sab deera deera samaj aatha hai,feedbak
last question answer option d gmmpirj capplz like if i am correctthankyou sir,feedbak
so boring lecture sir aur na hee kuj samj aya phle waale smj aye hai,feedbak
thank you so much for lecture,feedbak
sir is best teacher in jeeno other teacher better than alkh pqndey sir ji,feedbak
explanation is perfect,feedbak
see after getting rmintegrate the m sigma pie r drthen you will get pie rr and r will cancel and  will be multiplied with remaining r and you will get rpie which is the answer,feedbak
siri have no word to thank youu are really a legend siru have a great teacher,feedbak
ummid nahi mam bilkup pasand he tx mam,feedbak
thankyou so much sir batch  also study from this lecture,feedbak
ban gya mam  answer,feedbak
han sir yaad aaya,feedbak
may mahadev bless you mam,feedbak
wahits very easy for programmer like me,feedbak
i really like you sir,feedbak
me after closing my book for  times finally watches this videodont waste ur time because he makes hard easyand easy easier,feedbak
we love you  we understand your pain sir  we can see your eyes,feedbak
mindblowing lecture sir,feedbak
sir you are perfect teacher,feedbak
you are very good tacher sir,feedbak
mins peh hum log ko toh thanda lag raha par apko nhithis is called converting blood into water to achieve somethingthose who support hit like,feedbak
sir aap comments pdte ho agar ha toh plllzzzzzz reply do apne students ki khatir,feedbak
sir aap beech beech main majak mat kiya kare,feedbak
sir chapter  properties of matter best numerical ka one video kro sir please,feedbak
thank u maam your classes are well explained and they are very helpful during my revision time,feedbak
sir ur videos are really very hlpful,feedbak
sir you dont need to sorry for poor quality you are the best teacher,feedbak
very helpful sir when will the vedio for strraight line motion come  the one about which you are telling in this video,feedbak
sir sikh kr bohot maja aya,feedbak
sir power par lecture bhi banaiye na,feedbak
sir app bhut accha reading karbhata hai,feedbak
he is a great man no more words just great because me inki jitni bhi tarif keru kam hoga,feedbak
sir thank you soo much aap ki vajey se hi aise lagne laga h ki physics koi hard nahi h thank you once again,feedbak
sir switched off the fan to minimise the sound disturbance and he can clearly be seen sweating the reason i respect him so much,feedbak
sir hare greathats off to your teaching,feedbak
sir aapke videos mujhe bahut helpful lag rahi hai sir aapke videos hi coaching institute se bahut hai thank you sir,feedbak
thank you alakh bhai,feedbak
ans m hai sir,feedbak
gravity is more near sun decrease when planets goes far thats why speed decreases,feedbak
sir you are the best teacher ever,feedbak
mam best lecture mam why are you not comes live,feedbak
mam i dnt know hindi thts yywnnt to cryy but still enjoy ur way of teaching and m trying to know wtt u r teaching mam you are the one who i like the mostt,feedbak
aise hi saare chapters me hcv ke questions karwaeye maja aa raha hai,feedbak
sir i also teacher in pakistan nd u have helped me alot salute u deserve noble prize if i had authority,feedbak
question  u final  j,feedbak
may allah flower you mam,feedbak
yaad aa gaya sir,feedbak
i just wish you were in our school,feedbak
please answer two boys p and q are playing on a river bank  p plans to swim across the river directly and come backq plans to swim downstream by a length equal to the width of the river and then come back  both of them bet each other  claiming that the boy succeeding in less time will win assuming the swimming rate of both p and q to the same  it can be concluded that a p wins b q wins,feedbak
you are genius sirand your all concept is mindblowing,feedbak
sir  min  sec me last me density  hogi na,feedbak
sir aapka student jo aap jaisa pda rhe h agr waise hi pde to pakaa top krega,feedbak
nice vedio maam maja aah gaya apki class mein,feedbak
sir your teaching way is so excitingplease upload th and th physics chapter wise and create playlists for th and th physics thankyou so much,feedbak
sir can you please make lectures on schaums outline theoretical mechanics,feedbak
sir u did wrong,feedbak
vahh ye tho ga ga ke padate hai kash ki hamare school teachers bhi aise majese pada pathetho scl me hi sab achchese sikh lete,feedbak
batch here,feedbak
ka answer  rg,feedbak
time taken for the two balls to meet is  sec and they will meet m above the ground,feedbak
good video sir appreciate,feedbak
sir choha khane ka kya mtlab haibut aap ke lecture superb haiyou are doing great job thank you soooooooooooooooooo much again and againi suggested your channel to my all friend who prepare neet exami give number to your canal please sir read my comment i am not write neative,feedbak
a student of allen but to be very honest allen hai toh mumkin nahi hai alakh pandey hain ho definitely mumkin hai couldnt thank you enough for all that you do for us sir,feedbak
angle is  degreein que rij sij,feedbak
i am studying in goal institute patna  but waw waw waw sir what a teacher u r  totally got everything what u taught today  u are the best teacher i have had ever seen,feedbak
love you a lot mam your videos are really helps me,feedbak
please sir say mita doo not mitar,feedbak
please change the way you talk while teaching  that is so irritating  act a little sensibile while teaching rather than making useless humour,feedbak
answer  point a se m niche or b se m upper,feedbak
u r awesome bro,feedbak
sir kya concepts kya numericals matlab bilkul maja aa gaya,feedbak
who are watching this vedio in january  when final exams are ahead and they are conducting it in schools like it,feedbak
st thanx sir for the video,feedbak
sir when you say that lecture is boring then i close my ears with my hand as hard as i can,feedbak
mam your teaching is so good thanks for this video mam,feedbak
last question answer isadvdtdvdtxdvdxdxdt xdvdxvxvdvxdxintegrating both sidesvxcxgivenvgivenapplying in eqctherefore vxif xmvvvv msorv msthis is the method,feedbak
katai jahar explanation sir,feedbak
your videos are best,feedbak
answer of last que is ms,feedbak
i never saw a more humble and generous teacher than you sir you actually do deserve great respect from all your students,feedbak
you are god for me,feedbak
namaste mam lots of thank you mam meto bohat tension me thi me kese aapni doubt clear karuni and aap ka ye video dekha kar mera doubt clear ho geya radhe krishna aap ko sada khushi me rake,feedbak
yar ye banda genius hai man gaya me,feedbak
sir i got root  thank youu sir,feedbak
thanks u so much alakh sir i have something doubt but you are clear my doubt,feedbak
very important video mam thanks for that info,feedbak
wahhhhhhhhhhhhhhhhhhhhhhhhhhhhh kya lecture tha dimmag khul gya sir ji luv u,feedbak
yes its depends,feedbak
magnet brains is the most appropriate platform for students but idk why is this channel so underratedteachers here build each nd every concept very clearthank you so much maam for making this ch easy and interestingyou are great maamthank you,feedbak
i could not clear my concept from cbse youtube channel but after watching your video i am fully satisfied especially argon and polar formthank you maam a loot,feedbak
i like that part,feedbak
thank you sir i had doubt only in this part,feedbak
siruhh r the best,feedbak
mam ex  q if we put the value in the formula npn then obtain result is answer is not familiar with the one you solve in the video,feedbak
answer of the last question is g thankyou sir for making such a awesome video for us,feedbak
maam class  ka biomolecules chapter full cover karo plzz bohot confusing chapter hai so plzz maam,feedbak
sir chor police ke m wale me quadraatic solve nhi hoga,feedbak
sir should get nobel prize in physics,feedbak
best maths teacher i have seen on youtube,feedbak
yes answer sahi hai,feedbak
sir u teach great,feedbak
bhai pehle lecture attend kro comment mat dekho,feedbak
the topic was not clear mam,feedbak
kis kis ne notice kiya ki st numerical  hc verma ka linear momentum ka example tha  jisne padha h like karna aur comment bhi,feedbak
i love you sir thank you soooooooo muchpura samaj aa gayathanks again,feedbak
sir ap best lectures detay hai,feedbak
thank you sirright siryour all video very helpful sir,feedbak
wow mam acha pdha rhi h ap,feedbak
sir k jaisa koi nhi,feedbak
sir aap har topic kah rahe hai yahi se important hai,feedbak
every object in the universe attract every other object with the force which is director proportional to their masses and inversely proportional to the square of the distance between them,feedbak
sir the only thing i can say is thank you thank you so much sir,feedbak
thank you so much mam my topic got crystal clear,feedbak
mam ap bht sare jagah galat bolte ho when u r trying go deep,feedbak
correct answer for this question is time when this two bodies meet is sec and distance from ground is m,feedbak
great job sir these videos are too much helpful for me,feedbak
thnx so much for this wonderful lecture,feedbak
har chothi chezzz ko itna explain karte ho appp u deserve sir explanation bharat ratna,feedbak
samajh me kucch nahi aaya kyunki mai padhte padhte soo gaya thalakin ab yeh video dubara dekh raha hu lakin iss baar soyunga nahi,feedbak
great initiative for free education which government should do,feedbak
sir i luv u,feedbak
sir answer is br,feedbak
really it is a best vedio sir all concept are clear,feedbak
thank u really very much sir for these description they were of great help u r genius sirsir plz neet based questions bhi beech mein kara diya karo plz,feedbak
nycc sir g,feedbak
medical valo ke liye tough hai,feedbak
thanks mam you clear all my doubts related this chapter,feedbak
maine is tareeke ka padhane ka method abhi tk nii dekhasir aapke pdhane ka method best hmai i i t ki taiyari kr rhi huor me physics se bhut hate krti thibut sir aapke bajah se i love physics,feedbak
mam ur teaching is good but u teach students in a complicated and difficult way so improve urseld,feedbak
sir plz maths b padhaie aur bhi bache khus honge,feedbak
alakh sir deserves a nobel for this great explanationcan be understand by any student if listened carefully,feedbak
sir  isliye aaya kyunki   aur  dono ka square hota hai you are the best teacher sir,feedbak
thanks a lot sir  this fabulous nd amazing lecture,feedbak
thanx sir aaaap mere schedule guru he,feedbak
his shirt   salute sir,feedbak
you are very helpful for physics,feedbak
the video is old but the concept of derivation of formulas of motion is printed in my mind,feedbak
i am watching just  hours before exam,feedbak
very nice aag laga dii,feedbak
you r god for student,feedbak
kitna badhiya aur kitna jaldi padhaya mam ne maza aagaya thanks mameven if you will watch the video at x u will be able to understand it supereasilythankyou mam,feedbak
i think right hand thumb rule is more better than screw rule because we cant take screw and hammer to school,feedbak
sir your are bestlike for sir channelone plus one is two no one is better than you sir,feedbak
sir up plzzz collision ka video dal dijiye,feedbak
maam you are the best teacher i have ever studiedthanks for all your effort for us,feedbak
sir can you take class about parallax method,feedbak
thank you sir you are best,feedbak
sir please provide the answers of homework question in a comment,feedbak
mam apka level to cls ka jee tak h to plz mam ap captions mai mentione kar diya kare jee v taki easily log apki lecture ko pick up kar ske,feedbak
sir literally gave solution that if you dont know answer how to do it then just screw the sum,feedbak
what an suspense ending maja agaya,feedbak
ms last one,feedbak
try to shorten the videos,feedbak
ads between the video is very annoying,feedbak
i dont know mam how to thanks you  you are the best teacher of biology,feedbak
sir aap bahut mahan ho aap hmare liye  am ko video bna rhe the thanks sir,feedbak
sir thermal expansion pr video banaona,feedbak
at x position of equilibriumat x unstableat x stable,feedbak
thank you soo much for all your effortsbefore watching your video i was zero in permutations and combinationsnow is feeling very much confidentonce again thank you,feedbak
sir theres are the best question of jee mains and advanced to explain the concerts and level of this examenation and this question are also helpfull to solve other problem,feedbak
sir aap kitne mahnati hai,feedbak
sir you are amazingaap bahut ache ho sir aur ummid krti hoo ki aap jaisa teacher iss duniya aur badhe sir sach mai aapki wajah se meri physics bahut achhi hui haimeri good wishes aapke saath hai sir bhagwaan kre aapki life mai koi problems naa aye,feedbak
wonderful lecture maam it helped a lot to me big thanks to you mam,feedbak
thanks a lot sirim big fan of you,feedbak
mam edit descriptionand add key topic of this chapterplease  please,feedbak
mame ma apka majadar vedios  class sa dakta a rha hu and its really fantastic mam app wo video mugha bata sakti ha hamara leg ka bara ma hand ki bone etc ka bare ma ap bata rhi thi,feedbak
thank you mam best explanation,feedbak
question donemam your explanation to good,feedbak
ham usse u g ke formula se bhi solve krsakte he,feedbak
answer of q at  is for constant pressure calorie delta u and work  for constant volume q calorie delta u so work done is  i hope it would help,feedbak
thank you sir it is very helpful to us,feedbak
sir vectors k important question ka ek seperate video banao,feedbak
no word to say thanksur greatthank you sir,feedbak
sir u r  i dont find any reason for spending so much on coaching you have taken care of every details for example  while showing the list of formulas at   i got confused about the u but u have wrote here u is same as x,feedbak
sir you have brought revolution with simple white board where others cant do with smart board,feedbak
thanku sir for such good explanation,feedbak
haar ki kdr krne bala hi jeet ka hunar paata hai or apne ander junoon rakhne bala hi pathar ko heer bana pata hai,feedbak
answer is d ieml,feedbak
mam please you teach in english mam because most of them prefer english,feedbak
please meri bat suniye n hmko apke pass personal class krna h th me i m in class,feedbak
thank you so much mam your videos had helped me so much in my exam time,feedbak
sir aap f limt uv par be video send kar do,feedbak
nice explanation mam thanks a lot,feedbak
iss expression mae u ve ana chahiye acc to change in potential energy formula,feedbak
sir literally question  came in jee mains feb attempt,feedbak
mam i understand your all lectures,feedbak
the quality youve got of teaching is just beautiful and amazing,feedbak
most useful vedios,feedbak
sir please start your own platform which we talk to uhh directly,feedbak
really ur teaching is very wonderful for you maam,feedbak
i am very disappointed with those who dislike his videos  unable to understand why do too many people dislike his videos comment and like if you are touched,feedbak
good morning kaho ya naa kaho pr padaana mat chodna lekin aap jab video ke beech m good morning kehta ho to maja bada aata h,feedbak
alakh sirplz teach maths alsou r too good,feedbak
sir ap great ho physic wallah jindabad jindabad best teacher of physic awards our physics teacher mr alakh sir,feedbak
mic bad,feedbak
very much thank you sir,feedbak
u are unique with unique teaching qualitynice sessions nice explanation,feedbak
all series of physics wallah either new or oldboth are perfect for knowledge,feedbak
sir i really respect u ur all vedios are easy to understand make vedios on  th course,feedbak
sir plz i want ur video lectures cost sir plz,feedbak
u r really a best biology teacher,feedbak
sir i like you more than my resonance facultyi and about all my classmates are watching your videoswe are big fannn of yousir i request you that sir you give examples to solve us and teach how to solve numericals but please add a answer page with examplesplease,feedbak
sir aapko jald hi  million subscriber ka celebration hoga,feedbak
sir u rnt paying attention to isc syllabus and just teaching from ncert book please reply and also think of us,feedbak
sir u should start teaching maths,feedbak
sir mana november ma study start kiya aur muja bahut acha concept samaj aa raha ha sir app hama bahut acha padata ho,feedbak
thank u so much sir apke wajh s mje physics achi lgne lgi meri physics weak ti ap numerical bi solve kewate ho wo m r liye sbse helpful raso thank u so much,feedbak
sir u mean a lot for me,feedbak
the best lecture which any youtuber cant provide till life exists,feedbak
hw ans option a,feedbak
sir ke lectures me speed badhaani padti h whereas coaching me slow karne padhti h fir bhi samajh nahi ata akhir me sir hi madat karte h,feedbak
best lecture jvab nahi aap ka to,feedbak
the answer is hm,feedbak
thanks a lot maan,feedbak
salute your sincerity for education,feedbak
u cleared all the topics in a simplified manner u r really a great teacher mamthank you magnet brains,feedbak
well done mam and super explained,feedbak
maam ek one shot video th ke integration ke liye provide krva dijye please maam thanks,feedbak
thankyou mamdidivery nice explanationcrystal clearone of the super women of our indiajai hind,feedbak
sirr aapko dene ke liye hamare pass kuch nahi haii lekin ek promise jaroor karte hai aapse ki ekk din highest subscribed channels ki list mein aapaka naam jaroor hogaayeh hamara vaada hai,feedbak
salute you sir  you r amazing,feedbak
thanks to learn o hub i actually got the points here,feedbak
oh bhai sahab ab thodi class  me maja aya physics me op siji,feedbak
homework question solutionttathetaloss or gain in time tt     seconds,feedbak
superb teaching sir,feedbak
hwq h,feedbak
i was confused in photoperiodism thanks mamyou are clearing the concept of photoperiodism in simple words nice speach about photoperiodism,feedbak
sir  nikla hein mera,feedbak
best teacher in whole world love from karnataka,feedbak
mam i am from nepal,feedbak
thank you mam agar aap nahi hote toh pata nahi hamara math mein kya hota thanks a lot mam integral chapter ko itna easy banane ke liye,feedbak
sir please upload the next video of vector,feedbak
sir thanku so much for this,feedbak
bhaut bhaut badiya sir aapka bhaut bhaut danyavad thanks sir,feedbak
bhaiyo or bahano please sir ki video dekhane ke bad kam se kam like to kiya kro,feedbak
thank you shivani mam,feedbak
hello sir mae th class mae hu mujhe differential phla bhut jyada hard lg rhe the mgr apki ye video dekhkr mujhe ya yadd krna bhut easy lgne lga aapka smjhane ka tarika bhut accha hain,feedbak
you are best teacher of physics in youtube,feedbak
sir mughe pata hai aapne new batch start kiya hai youtube parbut mughe aapka explanation pasand hai isliye main aapka old videos dekhata hu,feedbak
very nice lecture thankyou sir,feedbak
calculation krni sikhao,feedbak
sirji thank you,feedbak
all things are clear but you are making video too large,feedbak
sec is the answer,feedbak
sir you reminds us about vivek bindra come on come on come on bounceback feelinphysics,feedbak
sir this part of video  to  i couldnt stop laughing cause the video was on x hahahaha,feedbak
no matter how old this lecture because this lecture help us to clear doubt and ready for jee and neet,feedbak
i did this question with another method answer is same,feedbak
ke sabhi vidoes chapter by chapter upload karien sir please,feedbak
one of the best explainer teacher in entire youtube,feedbak
answer of the homework questionis   m,feedbak
thanks your videos help a lot and plz make more video for th students,feedbak
you are really awesome,feedbak
remember my word i am going to all india rank  k alakh sir,feedbak
no one can explain each and every concept like you now i am able to do all questions of this chapter love you and miss your old format of teaching,feedbak
sir what a teaching brilliant sirno coaching institute will teach from this much basics love u sir,feedbak
alakh sir thank u etna ache se samjhane ke liye sach mai gravitation chapter bahot jayda interesting h,feedbak
thanku very very very much sir,feedbak
last question ans is umglmgh,feedbak
it would be better if it was in english,feedbak
sir  please bring a video containing some more hard questions of neet,feedbak
dekho bhaut raat ho gayi hai thorda sa pagalpan raat me sabke upar ata hai got meas i was watching this vedio at amand i am full of raat ke pagalpan wali energy,feedbak
thank you  thank you thank you sir for clear my doubt,feedbak
i left the pace physics class for this only,feedbak
amazing totally understood dhanyawad guru ji,feedbak
sir u r simply boom boom,feedbak
gazab sirayushchaudhary,feedbak
i got used to listening his lecture in x speed for the past  month and now i feel that even this speed is slowerbecause my exams are nearing,feedbak
i have joined aakash for  years wasting bulk of money of my parents saying this bcoz my physics teacher is like shithe is always busy in admiring the old students himself onlythen i see teachers like you working hard for us without making it a business with such a pure heartthankew so much,feedbak
kabhi kabhi lagta hai kota factory ka jeetu sir ka character alakh sir se hi inspired hai jaha yehi baat dusre teacher  baar padane par vi nahi samjhe inhone itni si video me samjhadiya,feedbak
physics walah being physics vala,feedbak
mam love uu r so greatso sweet voice,feedbak
best teaching everhatts oooffff,feedbak
thank u so much mam your way of teaching is very attractive,feedbak
in hrs my exam will get started n learnohub is a life saviour,feedbak
highly satisfied thankyou so much maam,feedbak
m sir is trees ht,feedbak
mam aap jyada overacting karti ho digraj sir ki tarah aaram se padhaiye,feedbak
one of the best teacher on youtube,feedbak
sir aapka jee mains wale question ko solve krne ka treeka easiest nhi tha,feedbak
mam u r great yrrrthank u,feedbak
thanks a lotfascinating explaination,feedbak
thanku mam i like your teaching way,feedbak
thank you so much for your effort,feedbak
are sir itni bdi vedio dal di data hi nhi he parts me dal dedte,feedbak
answar is,feedbak
substitution method me sir ne sine ka differentiate  cos x kar diya galat hai  cos x hoga,feedbak
your ability to teach is osm,feedbak
thanks mam  this video is very helpful for me once again thank you mam,feedbak
thanq so much mam you r so amazing,feedbak
thanks sir this vedio is very helpful for meand you are awesome,feedbak
lots of thanks to you maam,feedbak
searched for this video  hrs before my maths paper it is crystal clear and i an going to rock the paper,feedbak
sir you are the best physics teacher i have ever seen your teaching style is very interesting your habit of giving questions on each and every variety is appreciable you made physics interesting for me thanks a lot sir,feedbak
maam please explain all activities of class  like u did in life process,feedbak
hw answer ffroot  tan alphairoot,feedbak
thankuso much,feedbak
thank you sir apne hamari sun li akhir gravitation shuru kar hi diya,feedbak
sir aaapka liya  word s haaa awesome teacher,feedbak
not only teaches us but motivates us also  great sir,feedbak
best maam from whom i am studying,feedbak
we need more people like you in this world love your content hats off to you maam,feedbak
maam you are amazing biology teacher means you explain biology very well no one can expalin biology like you,feedbak
thank you soooooo much sir honestly i have waited a lot for this chapter,feedbak
hit like if you want behaviour of perfect gas and kinetic theory sir please reply when will it come can we expect this month,feedbak
magnet brains specially shipra mam thank you very much,feedbak
sir time negative ma nhi ha vo only direction bta raha hki stone ko ground tk aana ma  second lagaga,feedbak
bhai aapj jaise teacher mahenge se mahenge institute me nhi milte hawo saare professor baaki students jo ki pahale se hee competition ki teari kr te ha uni ke speed se chalte haand basic theek se clear nhi krteyou are the best one,feedbak
thank you very much mem,feedbak
thanks so much sir you are supporting poor students,feedbak
but sir thora thora video atak ta hai,feedbak
sir i found one mistake that is in balloon question you take u only not,feedbak
sir hydro carbon teach karoo na plzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzxzzzzzzzzz,feedbak
nice class sir thank you,feedbak
truly crystal clear,feedbak
t so t have tthere t means that the ball may not strike the ground there is same probability that in tsec the ball may strike or may not,feedbak
mam aaram se padhaya kariye itna chillati kyu hai it shows your frustration and it hurts our ears as well please,feedbak
love u sir thanku for making our doubts crystal clear now i am getting more and more confident for my neet exam,feedbak
dhanywwaaad,feedbak
super sir ji,feedbak
sir hydrogen chapter ki video jldi se upload krdo,feedbak
clear vedio banao sir,feedbak
tank you so much,feedbak
sir aap itna aasan kaise banadete ho topic ko,feedbak
answer of last questionoption b is correctv   v,feedbak
sir waves ka lacture videos,feedbak
sir aapko dil se salute,feedbak
old is goldin  too,feedbak
coefficient of restitution is wrong sir it should be afterbefore,feedbak
last answer is wrong it will be,feedbak
sir aap kab lacture daloge plzzzzzzzzzzzz batado plzzzzzzzzzzzzz,feedbak
sir aap bhot acha samjate ho,feedbak
thank you so much sir  you are a great teacher  i hope youll teach us the way you teach us now  thanks for explaining us so muchgreat teacher respect,feedbak
she is brilliant hats off,feedbak
sir khud galat boll paday,feedbak
miss your voice is so bliss,feedbak
xxstablexunstable,feedbak
thnk u mam so much im doing preparation of nda from basic concepts so this is very helpfull,feedbak
hlo sirwell explained vk sir ne bola tha alakh sir ka video dekho practice hojayegisachi bahut acha lagga apka lecturevivek kaushik sir,feedbak
nice sir but i think you should increase in the quality of questions,feedbak
good concept clearing video,feedbak
thanku so much mam i had read this chapter before ut and ur lecture is very help ful for me,feedbak
you should get a nobel prize for teaching,feedbak
sir please aap hsc  bord ka physics chapter wise padhao na sir please,feedbak
hi alakh the solution to the problem at  is incorrect for the following reasons  the two blocks will be touching each other your diagram shows a separation hence the separation between them is too small to treat the two blocks as point masses and apply newtons law of gravitation you will have to calculate the field due to the first block and then the force on different point of the nd block using integration the error in your solution is of the order of  while the forces act through the centres of the two blocks calculation of grvaitational attraction between a cube and a cuboid is very complex refer james et al the gravity field of a cube it will be great if the correct approach can be incorporated in the video this will help the student immensely and remove misconceptionsbest regards,feedbak
confusing linesthanks mam for your effort,feedbak
sir please post other chapters in alpha series with the dpps as half of the year is already over,feedbak
position of equilibrium x and at   stable equilibriumat   unstable equilibrium,feedbak
way of your teaching is great,feedbak
aap sir kya baatau mai sabadh nahi hai mere pass mai kya bolu par aap nahi jaante ki aapne meri kitni help ki hai thank you so much much much much much muchthanks,feedbak
ans of last challenge que is v,feedbak
this video is really help me a lot to understand this topicthx sir you are the best teacher of physics,feedbak
usefull mam,feedbak
just one word masterpiece for biology students,feedbak
sir  ka c hona chahiye bcoz acc increases with time then its a jerk,feedbak
last qustion t  sec and m up or  m down they are meet,feedbak
right ans is root,feedbak
sir ji chemistry ke video plz aage syllabus kardo chemical equilibrium ke aage ka syllabus,feedbak
sir conservative force ki condition ka feel nhi aya,feedbak
mam your teaching style is very interesting,feedbak
hc verma best,feedbak
bhut acha h  thank you mam,feedbak
sir  percentage meri,feedbak
sabse buri baat aj ke teachers mai ye maths ke teacher ka kaam hai vo apko padayega jo app mai bhi hai sir,feedbak
best physics sir ever,feedbak
life saving video fr th ke test mein aa raha hai,feedbak
sir constant pressureq u w and constant volumeq u w i am thought this answer sir thought this answer satisfy ok,feedbak
sir when i earn my first income then i will definetely send you money,feedbak
question  answer is ufj,feedbak
sr aap ki sbse achhi aadt h jo aap concepts ko bar bar ripit krte ho so thank you so much sr,feedbak
stop uncadmeystop byjusstop vedantujoin physicswallah,feedbak
thank you so much samjhane ke confidence se aisa laghta hae ke india ki subse best teacher se seekh raha hoon thank you thank you thank you its very helpful,feedbak
sir is the best teacher thank you sir for all you do for us,feedbak
i saw the whole lecture and tried to solve all questions with you and i get results  thank you sir,feedbak
thanks sir amazing video,feedbak
please sir aap asay he vedio bana kar aap apnay studentso ko padatay rahiye please sir please,feedbak
sir i really tell you you are very good sir god will give every thing which you want,feedbak
great teaching dont know why people are disliking her efforts really hats off to you mam,feedbak
mam please upload physics video alsoyour teaching is very good,feedbak
great platform,feedbak
after watching this video my doubts has been cleared man your teaching way is better than best,feedbak
sir apka teaching bahut bahutacha hai,feedbak
arjuna  wale like kare,feedbak
thank you so much sir for such amazing lecture,feedbak
sir u did some wrong concept dont do that type please it is a life of childrens,feedbak
the answer of last question is vplease keep in mind that w initial is ve and w final will be ve as friction will act in lhs and bring new angular velocity to bring no slipping condition,feedbak
very inspirational sir tq so much for this,feedbak
sir you gives quality content thank you sir,feedbak
please listen maine apne th or th dono hi barbaad kiye h na hi meri theory clear hai or na hi questions kiye kbi to mujhe minimum se minimum kitna time chahie poora syllabus cover krne me to crack jee or agla exam to feb me h jee mains ka to kya mera vo clear ho skta h  please answer  i really need your help,feedbak
in y quardinate center of massr,feedbak
speechless i have no words you are such a legend sir thankss,feedbak
sir kabhi kabhi hindi me bhi padhaya kariye,feedbak
you are awsm sir,feedbak
thank u so much sir ur teaching makes tough concepts look simpler,feedbak
sirjee vector ka dusra video kb aa riya hai,feedbak
iam from telanganabut i can understand,feedbak
thankyou so much mamur classes help me a lot,feedbak
thanu sir,feedbak
from  sorry for the video qualityto  padhlo chahein kahi se selection hoga yahi se pwsir your the reason i believe in hardwork no matter what ill never give up  be unstoppable,feedbak
kamaal ho sir aap,feedbak
thank u soo much maam  may allah give u many more blessings,feedbak
omg i am studying in seventh class and this is very helpful thank you,feedbak
bahut maza padhne me,feedbak
you are great siryou are doing great thing for those students who cant afford expensive coaching institutesand in fact your teachings are thousands times better than those of coaching teachers who want only moneyonce again i want to thank you sir,feedbak
agr mana  th se apka pass padha hota toh aj ma mother of science ban chuki hoti,feedbak
thanks a lot mam please mam upload probability and statistics chapter of class   in  video for each with full concept  explanation,feedbak
please baten km kia krn,feedbak
nice explain chapters,feedbak
sir u are seriously the best physics teacher,feedbak
the only channel never ask to like but the viewer want to,feedbak
thik thak padhata hai,feedbak
thankyou very much sir crystal clear conceptual explanation,feedbak
thank you sir i very depressing today but now something blive yourself i likes one line practice is very important,feedbak
thank you sir you are great teacher,feedbak
mam ur explanation is fantastic,feedbak
sir your efforts can be seen in your videos i have found the best for physicsgood luck sir,feedbak
sir hume numerical nahi aata h please hume bati,feedbak
please take classes in english so students from south india could understand something,feedbak
sir is chapter ke notes available hai kya website par please reply,feedbak
time came minus as we solved it by quadratic equation,feedbak
thats was really nice and who are here to prepare for exams give enormous likes and fantastic comments,feedbak
come direct on topic dont make big videos,feedbak
nice class i loved it,feedbak
sorry to say thathere in last question fx and gx both are not function but mam has make a little mistake therei am abhinav aryan,feedbak
sir apka zum zum zum zum bahut funny hai sir,feedbak
at  the integrals in the right side of the board are wrong,feedbak
sir answer of homework question isoption b  g of ice melts,feedbak
alakh pandey forever,feedbak
mzaa aaya,feedbak
sr hinge force nikalte samay mg ko nahi lenge,feedbak
thanks a lot mam your teaching way is awesome,feedbak
you are asm sir,feedbak
thanks sir for giving such a nice and conceptual videos,feedbak
sirthank you so muchim very happy,feedbak
sir physics ke exam se pehle haame theory padni chahiye or numericals solve karne chahiyesir is topic pe ek video bana dijea,feedbak
sir answer of last question ismgul  mghsir app hard concepts ko bahot easy bana dete hothank you sir for teaching us,feedbak
thnx for ur explanation,feedbak
study everydayread textbooksread textbook before classattend class activelysolved examplessolve numericals,feedbak
how we thankful to you sirrrrr thanku so much sir,feedbak
correct answer d,feedbak
im a class th student and m here for revision due to its application in probability really amazing explanation maamas  j stands for jack and not joker,feedbak
even after years his videos are fire,feedbak
ur really too good sir,feedbak
kal mere school mai physics ka paper hai,feedbak
mam i learn every concept from youyou make it too easythank u mamnow i can solve my book,feedbak
chillana manav ka properties nahi hona chaiye us par ek teacher ka show then next teaching life dhyan rakhe chilana less knowledege ka symbol hainknowledge dene ke liye shukriya,feedbak
maam became slimi love her explaination,feedbak
sir i m very happy my brother scored,feedbak
studyeverydayread text bookread text book before classsolved exampleattend class activelysolve problems morehelp youtubemore and more problems you will solve more and more physics you will learndont worry you will do goodallure best,feedbak
sir you are my hero physicshero you are my big brother,feedbak
worst explanation,feedbak
